Nom de fichier;Titre;Auteur(s);Affiliation(s);Revue ou monographie;ISSN;e-ISSN;ISBN;e-ISBN;Éditeur;Type de publication;Type de document;Date de publication;Langue(s) du document;Résumé;Mots-clés d’auteur;Catégories WoS;Catégories Science-Metrix;Catégories Scopus;Catégories INIST;Score qualité;Version PDF;XML structuré;Identifiant ISTEX;ARK;DOI;PMID;Sous-corpus
Oiseaux_v2b_01414;Red List of birds of the Wadden Sea area;"L. M. Rasmussen <sup>1</sup> ; O. G. Norden Andersen <sup>1</sup> ; J. Frikke <sup>1</sup> ; K. Laursen <sup>1</sup> ; J. Salvig <sup>1</sup> ; D. M. Fleet <sup>2</sup> ; B. Hälterlein <sup>2</sup> ; H. Heckenroth <sup>2</sup> ; T. Merck <sup>2</sup> ; H. -U. Rösner <sup>2</sup> ; P. Südbeck <sup>2</sup> ; W. J. Wolff <sup>3</sup> ; J. B. M. Thissen <sup>3</sup>";"1) Denmark ; 2) Germany ; 3) The Netherlands";Helgoländer Meeresuntersuchungen;0174-3597;1438-3888;;;Springer (journals);journal;research-article;1996;Anglais;"350000–400000 pairs of breeding birds as well as 10–12 millions of migratory waterbirds use the Danish-German-Dutch Wadden Sea as a feeding, roosting and moulting area. The exact number of migrating birds using the Wadden Sea is unknown. 4 Wadden Sea breeding bird species are (probably) extinct in the area, e.g. Caspian Tern (Sterna caspia) and Roseate Tern (Sterna dougallii); the status of 5 species is critical, 4 species are endangered, the status of 6 species is vulnerable and of 4 species susceptible. Internaional responsibility can be stated for at least 15 breeding bird species or subspecies, because considerable parts of the north-west-european population (at least 5%) breed in the Wadden Sea (e.g. Eurasian Spoonbill (Platalea leucorodia), Common Shelduck (Tadorna tadorna), Hen Harrier (Circus cyaneus), Avocet (Recurvirostra avosetta), Kentish Plover (Charadrius alexandrinus), Common Redshank (Tringa totanus totanus), Gull-billed Tern (Gelochelidon nilotica), Sandwich Tern (Sterna sandvicensis), Common Tern (Sterna hirundo), Little Tern (Sterna albifrons). International responsibility can be determined for at least 54 migratory bird species or subspecies, because considerable parts of the biogeographical population (at least 1%) occur in the Wadden Sea during migration. Some species are present in the Wadden Sea with about 50% or nearly 90% of all individuals of the concerned populations, which means a very special international responsibility of the Wadden Sea has to be stated for these species.";;;;"1 - Physical Sciences ; 2 - Earth and Planetary Sciences ; 3 - General Earth and Planetary Sciences ; 1 - Physical Sciences ; 2 - Environmental Science ; 3 - General Environmental Science";"1 - sciences appliquees, technologies et medecines ; 2 - sciences biologiques et medicales ; 3 - sciences biologiques fondamentales et appliquees. psychologie ; 4 - ethologie animale";9.676;1.3;Non;84561841A59929C96489537259511D840FEC0171;ark:/67375/1BB-00T2JGVK-F;10.1007/BF02366180; ;Oiseaux
